event_idx,max_p95,max_p99,max_frac,max_jump
56,5.597095087198268,52.40973150187919,0.015384615384615385,60.69633777932363
57,20.408046166490962,52.40973150187919,0.06666666666666667,60.69633777932363
58,5.597095087198268,52.40973150187919,0.015384615384615385,60.69633777932363
59,5.597095087198268,52.40973150187919,0.015384615384615385,60.69633777932363
60,5.597095087198268,52.40973150187919,0.015384615384615385,60.69633777932363
61,16.09721607185765,16.776114219304223,0.0,16.79135008087184
62,11.642431174925552,13.292842021274923,0.0,27.209876352792133
63,3.358213336397931,9.339925189861843,0.0,13.125874873684143
64,20.408046166490962,50.715146323113395,0.06666666666666667,58.29192136226902
65,3.8535121363235207,5.557626712655918,0.0,6.096441837604826
66,3.454954756348385,37.66406653552698,0.018050541516245487,59.30343763463081
67,2.9727694080671494,6.919076294691754,0.007874015748031496,53.01688179550583
68,9.722288817854722,39.99598787342502,0.05263157894736842,53.01688179550583
69,63.80449341245789,72.39960253140003,0.25,74.54837981113559
70,15.09846623357392,63.11025339262431,0.04,78.0837534135378
71,11.642431174925552,12.963744509676769,0.0,27.209876352792133
72,5.487478940584064,18.852003674710236,0.0091324200913242,36.75215359206359
73,0.9831144050033761,48.31503169348357,0.015544041450777202,52.52245461399271
74,4.320821111269852,6.492549229933367,0.0,11.60373339696871
75,6.265380799117707,22.85456424930801,0.009900990099009901,60.155972935888656
76,6.265380799117707,22.85456424930801,0.009900990099009901,60.155972935888656
77,6.265380799117707,22.85456424930801,0.009900990099009901,60.155972935888656
78,6.265380799117707,22.85456424930801,0.011627906976744186,62.80712911056902
79,3.454954756348385,58.90941003296033,0.022556390977443608,76.90315378189077
80,3.6489776532735503,58.90941003296033,0.022556390977443608,76.90315378189077
81,2.597748881471205,4.6977171658793,0.0,10.11022008585728
82,63.80449341245789,72.39960253140003,0.25,74.54837981113559
83,20.408046166490962,59.07793193295385,0.06666666666666667,70.6676313624057
84,12.719134215146262,59.07793193295385,0.047619047619047616,70.6676313624057
85,5.190148480726707,9.785151613261487,0.0076045627376425855,38.342258293537306
86,4.320821111269852,6.492549229933367,0.0,11.60373339696871
87,4.584277200396739,17.169017365250042,0.013157894736842105,44.54401014980402
88,3.454954756348385,37.66406653552698,0.018050541516245487,59.30343763463081
89,3.7251099246649932,4.801834866536148,0.0053475935828877,41.81458929164619
90,51.71395792005354,58.71455255561143,0.25,60.46470121450091
