event_id,pet,frame,track_a,track_b,orig_track_a,seg_a,orig_track_b,seg_b,conflict_type,grid_cell,track_a_entry_frame,track_a_exit_frame,track_b_entry_frame,track_b_exit_frame,site,time_of_day_label,gate_a_entry,gate_b_entry,first_track_id,second_track_id,first_exit_frame,first_exit_time_sec,second_entry_frame,second_entry_time_sec,pet_frames,pet_s,occupancy_relation,run_id,pipeline_version,git_commit,config_hash,fps,pet_method,conflict_zone_coordinate_system,conflict_zone_half_size_m
0,2.865947269098167,264,7000,2000,7,0,2,0,side_swipe,cell_G_3,264,265,155,178,GITI,unspecified,,,2000,7000,178,5.933333333333334,264,8.8,86,2.8666666666666667,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
1,0.5998494284158954,81,22000,2000,22,0,2,0,side_swipe,cell_K_2,81,103,43,63,GITI,unspecified,,,2000,22000,63,2.1,81,2.7,18,0.6,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
2,0.699824333151878,44,44000,2000,44,0,2,0,other,cell_L_2,44,70,21,23,GITI,unspecified,,,2000,44000,23,0.7666666666666667,44,1.4666666666666666,21,0.7,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
3,0.9330991108691707,44,60000,2000,60,0,2,0,head_on,cell_L_2,44,71,15,16,GITI,unspecified,West_Gate,,2000,60000,16,0.5333333333333333,44,1.4666666666666666,28,0.9333333333333332,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
4,0.8331242061331882,107,65006,2000,65,6,2,0,other,cell_K_2,107,123,81,82,GITI,unspecified,,,2000,65006,82,2.7333333333333334,107,3.566666666666667,25,0.8333333333333334,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
5,2.532697586644892,126,6000,8000,6,0,8,0,other,cell_J_4,38,50,126,276,GITI,unspecified,South_Gate,,6000,8000,50,1.6666666666666667,126,4.2,76,2.533333333333333,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
6,1.7995482852476865,73,15000,7000,15,0,7,0,other,cell_I_3,73,86,11,19,GITI,unspecified,North_Gate,,7000,15000,19,0.6333333333333333,73,2.433333333333333,54,1.8,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
7,0.8664491743785157,74,17000,7000,17,0,7,0,head_on,cell_I_3,74,87,39,48,GITI,unspecified,North_Gate,,7000,17000,48,1.6,74,2.466666666666667,26,0.8666666666666667,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
8,2.8992722373434945,99,21000,7000,21,0,7,0,head_on,cell_H_3,99,110,0,12,GITI,unspecified,North_Gate,,7000,21000,12,0.4,99,3.3,87,2.9,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
9,1.8328732534930137,177,7000,22000,7,0,22,0,side_swipe,cell_H_3,111,122,177,194,GITI,unspecified,,,7000,22000,122,4.066666666666666,177,5.9,55,1.8333333333333333,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
11,2.032823062964979,87,7000,65006,7,0,65,6,rear_end,cell_K_2,4,26,87,89,GITI,unspecified,,,7000,65006,26,0.8666666666666667,87,2.9,61,2.033333333333333,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
12,2.9325972055888223,282,73001,7000,73,1,7,0,other,cell_E_2,282,299,168,194,GITI,unspecified,,,7000,73001,194,6.466666666666667,282,9.4,88,2.933333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
13,0.4998745236799128,27,11000,10000,11,0,10,0,side_swipe,cell_B_3,27,36,2,12,GITI,unspecified,,SouthWest_Gate,10000,11000,12,0.4,27,0.9,15,0.5,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
14,0.633174396661223,24,15000,17000,15,0,17,0,side_swipe,cell_I_3,0,5,24,33,GITI,unspecified,North_Gate,North_Gate,15000,17000,5,0.1666666666666666,24,0.8,19,0.6333333333333333,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
15,2.9659221738341497,206,15000,21000,15,0,21,0,crossing,cell_M_1,110,117,206,236,GITI,unspecified,North_Gate,North_Gate,15000,21000,117,3.9,206,6.866666666666666,89,2.966666666666667,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
16,1.2330238250771184,110,24000,15000,24,0,15,0,other,cell_M_1,110,111,52,73,GITI,unspecified,West_Gate,North_Gate,15000,24000,73,2.433333333333333,110,3.6666666666666665,37,1.2333333333333334,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
17,2.1327979677009616,110,32000,15000,32,0,15,0,other,cell_M_1,110,117,18,46,GITI,unspecified,West_Gate,North_Gate,15000,32000,46,1.5333333333333334,110,3.6666666666666665,64,2.1333333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
18,2.4660476501542368,177,15000,37000,15,0,37,0,other,cell_L_2,87,103,177,236,GITI,unspecified,North_Gate,West_Gate,15000,37000,103,3.433333333333333,177,5.9,74,2.466666666666667,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
19,0.3665746506986028,110,41000,15000,41,0,15,0,other,cell_M_1,110,111,99,99,GITI,unspecified,West_Gate,North_Gate,15000,41000,99,3.3,110,3.6666666666666665,11,0.3666666666666666,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
20,2.332747777172927,89,44000,15000,44,0,15,0,head_on,cell_L_2,89,103,0,19,GITI,unspecified,,North_Gate,15000,44000,19,0.6333333333333333,89,2.966666666666667,70,2.333333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
21,0.4998745236799128,201,47001,15000,47,1,15,0,head_on,cell_O_1,201,208,164,186,GITI,unspecified,,North_Gate,15000,47001,186,6.2,201,6.7,15,0.5,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
22,1.532948539285066,89,49000,15000,49,0,15,0,side_swipe,cell_L_2,89,103,33,43,GITI,unspecified,West_Gate,North_Gate,15000,49000,43,1.4333333333333331,89,2.966666666666667,46,1.5333333333333334,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
23,0.9664240791144982,132,15000,49003,15,0,49,3,other,cell_L_2,88,103,132,149,GITI,unspecified,North_Gate,West_Gate,15000,49003,103,3.433333333333333,132,4.4,29,0.9666666666666668,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
24,0.8331242061331882,53,15000,52000,15,0,52,0,head_on,cell_J_3,20,28,53,53,GITI,unspecified,North_Gate,,15000,52000,28,0.9333333333333332,53,1.7666666666666666,25,0.8333333333333334,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
25,0.6664993649065505,57,59001,15000,59,1,15,0,crossing,cell_K_2,57,68,14,37,GITI,unspecified,,North_Gate,15000,59001,37,1.2333333333333334,57,1.9,20,0.6666666666666666,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
26,1.4996235710397383,83,60000,15000,60,0,15,0,side_swipe,cell_L_2,83,97,29,38,GITI,unspecified,West_Gate,North_Gate,15000,60000,38,1.2666666666666666,83,2.7666666666666666,45,1.5,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
27,2.166122935946289,90,63000,15000,63,0,15,0,head_on,cell_L_2,90,103,24,25,GITI,unspecified,,North_Gate,15000,63000,25,0.8333333333333334,90,3.0,65,2.1666666666666665,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
28,2.232772872436944,208,95000,15000,95,0,15,0,crossing,cell_O_1,208,222,131,141,GITI,unspecified,,North_Gate,15000,95000,141,4.7,208,6.933333333333334,67,2.2333333333333334,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
29,1.7328983487570313,201,97000,15000,97,0,15,0,head_on,cell_N_1,201,202,132,149,GITI,unspecified,,North_Gate,15000,97000,149,4.966666666666667,201,6.7,52,1.7333333333333334,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
30,2.3993977136635816,295,15000,129000,15,0,129,0,other,cell_O_1,202,223,295,299,GITI,unspecified,North_Gate,,15000,129000,223,7.433333333333334,295,9.833333333333334,72,2.4,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
31,1.9328481582289965,280,16000,26003,16,0,26,3,side_swipe,cell_I_4,213,222,280,281,GITI,unspecified,South_Gate,,16000,26003,222,7.4,280,9.333333333333334,58,1.9333333333333331,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
32,2.0994729994556343,118,17000,22000,17,0,22,0,head_on,cell_I_3,46,55,118,132,GITI,unspecified,North_Gate,,17000,22000,55,1.8333333333333333,118,3.933333333333333,63,2.1,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
33,1.532948539285066,210,24000,17000,24,0,17,0,head_on,cell_N_1,210,232,137,164,GITI,unspecified,West_Gate,North_Gate,17000,24000,164,5.466666666666667,210,7.0,46,1.5333333333333334,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
34,1.8328732534930137,170,26000,17000,26,0,17,0,head_on,cell_M_1,170,191,115,115,GITI,unspecified,West_Gate,North_Gate,17000,26000,115,3.8333333333333335,170,5.666666666666667,55,1.8333333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
35,1.999498094719652,81,17000,29000,17,0,29,0,other,cell_H_3,13,21,81,103,GITI,unspecified,North_Gate,,17000,29000,21,0.7,81,2.7,60,2.0,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
36,2.499372618399564,218,32000,17000,32,0,17,0,head_on,cell_N_1,218,241,128,143,GITI,unspecified,West_Gate,North_Gate,17000,32000,143,4.766666666666667,218,7.266666666666667,75,2.5,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
37,1.5662735075303935,177,17000,37000,17,0,37,0,other,cell_L_2,117,130,177,236,GITI,unspecified,North_Gate,West_Gate,17000,37000,130,4.333333333333333,177,5.9,47,1.5666666666666669,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
38,1.2330238250771184,250,47001,17000,47,1,17,0,head_on,cell_N_1,250,268,190,213,GITI,unspecified,,North_Gate,17000,47001,213,7.1,250,8.333333333333334,37,1.2333333333333334,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
39,2.4660476501542368,100,49000,17000,49,0,17,0,other,cell_K_2,100,112,9,26,GITI,unspecified,West_Gate,North_Gate,17000,49000,26,0.8666666666666667,100,3.333333333333333,74,2.466666666666667,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
42,1.6329234440210487,86,59001,17000,59,1,17,0,crossing,cell_K_2,86,96,37,37,GITI,unspecified,,North_Gate,17000,59001,37,1.2333333333333334,86,2.8666666666666667,49,1.6333333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
43,2.56602255489022,101,60000,17000,60,0,17,0,side_swipe,cell_L_2,101,113,11,24,GITI,unspecified,West_Gate,North_Gate,17000,60000,24,0.8,101,3.3666666666666667,77,2.566666666666667,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
44,0.3998996189439303,18,17000,67000,17,0,67,0,head_on,cell_G_3,0,6,18,31,GITI,unspecified,North_Gate,West_Gate,17000,67000,6,0.2,18,0.6,12,0.4,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
45,0.2332747777172927,224,81000,17000,81,0,17,0,side_swipe,cell_N_1,224,241,209,217,GITI,unspecified,West_Gate,North_Gate,17000,81000,217,7.233333333333333,224,7.466666666666667,7,0.2333333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
46,0.9330991108691707,213,92003,17000,92,3,17,0,crossing,cell_N_1,213,233,175,185,GITI,unspecified,,North_Gate,17000,92003,185,6.166666666666667,213,7.1,28,0.9333333333333332,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
47,0.5331994919252404,250,92005,17000,92,5,17,0,head_on,cell_N_1,250,269,196,234,GITI,unspecified,,North_Gate,17000,92005,234,7.8,250,8.333333333333334,16,0.5333333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
48,2.266097840682272,250,97000,17000,97,0,17,0,head_on,cell_N_1,250,252,148,182,GITI,unspecified,,North_Gate,17000,97000,182,6.066666666666666,250,8.333333333333334,68,2.2666666666666666,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
49,2.032823062964979,139,17000,98000,17,0,98,0,other,cell_J_2,69,78,139,175,GITI,unspecified,North_Gate,,17000,98000,78,2.6,139,4.633333333333334,61,2.033333333333333,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
50,2.199447904191617,144,17000,99000,17,0,99,0,other,cell_J_2,68,78,144,167,GITI,unspecified,North_Gate,,17000,99000,78,2.6,144,4.8,66,2.2,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
51,1.0663989838504808,85,18000,67000,18,0,67,0,head_on,cell_E_3,45,53,85,99,GITI,unspecified,,West_Gate,18000,67000,53,1.7666666666666666,85,2.833333333333333,32,1.0666666666666669,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
52,2.366072745418254,121,52000,20000,52,0,20,0,crossing,cell_J_3,121,141,39,50,GITI,unspecified,,North_Gate,20000,52000,50,1.6666666666666667,121,4.033333333333333,71,2.3666666666666667,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
53,1.9328481582289965,113,69000,20000,69,0,20,0,other,cell_J_3,113,133,55,55,GITI,unspecified,North_Gate,North_Gate,20000,69000,55,1.8333333333333333,113,3.7666666666666666,58,1.9333333333333331,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
54,0.5331994919252404,287,20000,73001,20,0,73,1,head_on,cell_H_3,233,271,287,299,GITI,unspecified,North_Gate,,20000,73001,271,9.033333333333331,287,9.566666666666666,16,0.5333333333333333,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
55,0.2665997459626202,172,91000,20000,91,0,20,0,rear_end,cell_I_3,172,191,132,164,GITI,unspecified,,North_Gate,20000,91000,164,5.466666666666667,172,5.733333333333333,8,0.2666666666666666,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
56,2.999247142079477,204,26000,21000,26,0,21,0,head_on,cell_M_1,204,231,90,114,GITI,unspecified,West_Gate,North_Gate,21000,26000,114,3.8,204,6.8,90,3.0,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
57,1.6329234440210487,59,41000,21000,41,0,21,0,side_swipe,cell_J_2,59,73,1,10,GITI,unspecified,West_Gate,North_Gate,21000,41000,10,0.3333333333333333,59,1.9666666666666663,49,1.6333333333333333,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
58,1.999498094719652,113,52000,22000,52,0,22,0,crossing,cell_J_3,113,126,53,53,GITI,unspecified,,,22000,52000,53,1.7666666666666666,113,3.7666666666666666,60,2.0,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
60,1.5995984757757211,103,69000,22000,69,0,22,0,other,cell_J_3,103,117,55,55,GITI,unspecified,North_Gate,,22000,69000,55,1.8333333333333333,103,3.433333333333333,48,1.6,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
61,1.332998729813101,268,22000,110000,22,0,110,0,crossing,cell_G_3,207,228,268,280,GITI,unspecified,,,22000,110000,228,7.6,268,8.933333333333334,40,1.3333333333333333,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
62,1.0330740156051532,62,24000,26000,24,0,26,0,side_swipe,cell_L_1,19,31,62,77,GITI,unspecified,West_Gate,West_Gate,24000,26000,31,1.0333333333333334,62,2.066666666666667,31,1.0333333333333334,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
63,2.999247142079477,129,30000,24000,30,0,24,0,side_swipe,cell_N_1,129,164,5,39,GITI,unspecified,,West_Gate,24000,30000,39,1.3,129,4.3,90,3.0,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
64,0.5665244601705679,38,32000,24000,32,0,24,0,side_swipe,cell_L_1,38,52,0,21,GITI,unspecified,West_Gate,West_Gate,24000,32000,21,0.7,38,1.2666666666666666,17,0.5666666666666667,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
65,1.0330740156051532,81,24000,41000,24,0,41,0,side_swipe,cell_L_1,30,50,81,98,GITI,unspecified,West_Gate,West_Gate,24000,41000,50,1.6666666666666667,81,2.7,31,1.0333333333333334,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
66,1.3663236980584286,56,24000,59002,24,0,59,2,crossing,cell_K_2,0,15,56,56,GITI,unspecified,West_Gate,West_Gate,24000,59002,15,0.5,56,1.8666666666666667,41,1.3666666666666667,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
67,2.865947269098167,136,79000,24000,79,0,24,0,head_on,cell_N_1,136,164,20,50,GITI,unspecified,,West_Gate,24000,79000,50,1.6666666666666667,136,4.533333333333333,86,2.8666666666666667,b_to_a,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
68,0.8997741426238431,92,24000,92001,24,0,92,1,side_swipe,cell_L_1,44,65,92,92,GITI,unspecified,West_Gate,,24000,92001,65,2.1666666666666665,92,3.066666666666667,27,0.9,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
69,0.9330991108691707,96,24000,92003,24,0,92,3,other,cell_M_1,46,68,96,107,GITI,unspecified,West_Gate,,24000,92003,68,2.2666666666666666,96,3.2,28,0.9333333333333332,a_to_b,NNDS_v2,2.0.0,77216a0c288f2a3f09093579e390994a381bbfa8,2fd8460efb0e4234239fca90066514669e3604ffa38a677c5d0979f385773251,30.0,uvh-coco-fused-grid-pet,world_meters,20.0
