event_id,cell_id,obj_i,obj_j,t_exit_i,t_entry_j,PET
779,CELL_I_3,172,271,7.3314930139720556,7.964667410633278,0.6331743966612224
780,CELL_I_3,174,5,5.398644855743059,5.498619760479041,0.09997490473598258
781,CELL_I_3,174,5,5.398644855743059,5.565269696969697,0.16662484122663823
782,CELL_I_3,174,16,5.398644855743059,7.198193140990745,1.7995482852476865
783,CELL_I_3,174,16,5.398644855743059,7.298168045726728,1.899523189983669
784,CELL_I_3,174,125,5.398644855743059,7.264843077481401,1.8661982217383422
785,CELL_I_3,174,144,5.398644855743059,7.3314930139720556,1.932848158228997
786,CELL_I_3,174,172,5.398644855743059,6.6316686808201775,1.2330238250771188
787,CELL_I_3,174,174,5.398644855743059,5.465294792233714,0.06664993649065565
788,CELL_I_3,174,174,5.398644855743059,5.565269696969697,0.16662484122663823
789,CELL_I_3,174,185,5.398644855743059,6.6316686808201775,1.2330238250771188
790,CELL_I_3,174,198,5.398644855743059,6.59834371257485,1.199698856831791
791,CELL_I_3,174,219,5.398644855743059,6.6316686808201775,1.2330238250771188
792,CELL_I_3,174,219,5.398644855743059,6.764968553801488,1.3663236980584292
